393.4496	0.6838	0.275466667	0.1567	0.1373	0.1025
401.1643	0.6838	0.275466667	0.1567	0.1373	0.1025
408.879	0.6838	0.275466667	0.1567	0.1373	0.1025
416.5937	0.6838	0.275466667	0.1567	0.1373	0.1025
424.3083	0.6838	0.275466667	0.1567	0.1373	0.1025
432.023	0.6838	0.275466667	0.1567	0.1373	0.1025
439.7377	0.6838	0.275466667	0.1567	0.1373	0.1025
447.4524	0.6838	0.275466667	0.1567	0.1373	0.1025
455.1671	0.6838	0.275466667	0.1567	0.1373	0.1025
462.8818	0.6838	0.275466667	0.1567	0.1373	0.1025
470.5965	0.6838	0.275466667	0.1567	0.1373	0.1025
478.3112	0.6838	0.275466667	0.1567	0.1373	0.1025
486.0259	0.6838	0.275466667	0.1567	0.1373	0.1025
493.7406	0.6838	0.275466667	0.1567	0.1373	0.1025
501.4553	0.6838	0.275466667	0.1567	0.1373	0.1025
509.17	0.6838	0.275466667	0.1567	0.1373	0.1025
516.8847	0.6838	0.275466667	0.1567	0.1373	0.1025
524.5994	0.6838	0.275466667	0.1567	0.1373	0.1025
532.3141	1.0231	0.208766667	0.263333333	0.2618	0.207366667
540.0288	0.4052	0	0.0569	0.0595	0
547.7435	0	0.166233333	0.2173	0.2255	0.165966667
555.4582	0.6686	0.097733333	0.1357	0.147033333	0.087633333
563.1729	0.5554	0.096266667	0.103133333	0.288666667	0.056933333
570.8876	0.438	0.2983	0.244166667	0.2538	0.026533333
578.6023	0.6486	0.277366667	0.258833333	0.271233333	0.094733333
586.317	0.5344	0.382266667	0.189933333	0.200966667	0.145666667
594.0317	0.4014	0.350233333	0.1951	0.2042	0.078133333
601.7464	0.4304	0.267433333	0.184166667	0.192666667	0.0749
609.4611	0.4314	0.2156	0.184733333	0.194333333	0.0784
617.1758	0.5473	0.195166667	0.155366667	0.218433333	0.110666667
624.8905	0.4943	0.265	0.1649	0.214533333	0.119833333
632.6052	0.4381	0.2608	0.182366667	0.2188	0.106
640.3199	0.4524	0.226766667	0.178766667	0.2084	0.1073
648.0346	0.4753	0.165933333	0.176666667	0.201666667	0.092733333
655.7493	0.5193	0.167233333	0.168833333	0.203266667	0.105066667
663.464	0.5012	0.167566667	0.1751	0.205266667	0.101966667
671.1787	0.4718	0.183533333	0.162266667	0.198166667	0.102333333
678.8934	0.4595	0.1861	0.159933333	0.198166667	0.1017
686.6081	0.4309	0.1909	0.155766667	0.196533333	0.1058
694.3228	0.4456	0.190966667	0.1506	0.1999	0.101033333
702.0375	0.449	0.191566667	0.1493	0.1996	0.101033333
709.7521	0.4552	0.208066667	0.1388	0.1908	0.103566667
717.4668	0.4749	0.244733333	0.134866667	0.188466667	0.1013
