393.4496	0.026933333	0.081066667	0.665733333
401.1643	0.026933333	0.081066667	0.665733333
408.879	0.026933333	0.081066667	0.665733333
416.5937	0.026933333	0.081066667	0.665733333
424.3083	0.026933333	0.081066667	0.665733333
432.023	0.026933333	0.081066667	0.665733333
439.7377	0.026933333	0.081066667	0.665733333
447.4524	0.026933333	0.081066667	0.665733333
455.1671	0.026933333	0.081066667	0.665733333
462.8818	0.026933333	0.081066667	0.665733333
470.5965	0.026933333	0.081066667	0.665733333
478.3112	0.026933333	0.081066667	0.665733333
486.0259	0.026933333	0.081066667	0.665733333
493.7406	0.026933333	0.081066667	0.665733333
501.4553	0.026933333	0.081066667	0.665733333
509.17	0.026933333	0.081066667	0.665733333
516.8847	0.026933333	0.081066667	0.665733333
524.5994	0.384566667	0.3179	1.059266667
532.3141	0.102466667	0	0.785466667
540.0288	0.1945	0.061333333	0.8817
547.7435	0.232266667	0.086533333	0.916533333
555.4582	0.276533333	0.129633333	0.957333333
563.1729	0.240833333	0.0966	0.921
570.8876	0.3034	0.063633333	0.881766667
578.6023	0.273966667	0.132366667	0.8653
586.317	0.232166667	0.091633333	0.9016
594.0317	0.2668	0.087633333	0.8961
601.7464	0.231333333	0.090066667	0.8617
609.4611	0.2302	0.0916	0.860233333
617.1758	0.232633333	0.097866667	0.8635
624.8905	0.236766667	0.1063	0.874266667
632.6052	0.227866667	0.1021	0.8535
640.3199	0.222733333	0.087633333	0.8561
648.0346	0.212633333	0.093033333	0.851
655.7493	0.215433333	0.0901	0.849233333
663.464	0.207866667	0.094933333	0.844433333
671.1787	0.202266667	0.0903	0.835333333
678.8934	0.195833333	0.091266667	0.827066667
686.6081	0.189466667	0.090466667	0.823233333
694.3228	0.1843	0.093633333	0.820133333
702.0375	0.1765	0.093233333	0.813366667
709.7521	0.1646	0.093166667	0.800733333
717.4668	0.1564	0.092166667	0.7881
725.1815	0.1508	0.092533333	0.778666667
732.8962	0.150766667	0.0936	0.779566667
740.6109	0.149833333	0.0942	0.779866667
748.3256	0.142466667	0.0958	0.769333333
756.0403	0.1315	0.0981	0.757533333
763.755	0.1209	0.0996	0.7439
771.4697	0.113966667	0.104266667	0.734866667
779.1844	0.109066667	0.111633333	0.725766667
786.8991	0.104766667	0.1203	0.714866667
794.6138	0.101033333	0.129666667	0.705033333
802.3285	0.098166667	0.1401	0.693933333
810.0432	0.0956	0.149233333	0.683266667
817.7579	0.0934	0.167666667	0.665166667
825.4726	0.0914	0.210833333	0.626166667
833.1873	0.087966667	0.303733333	0.537633333
840.902	0.082933333	0.371333333	0.4738
848.6167	0.078466667	0.278866667	0.5559
856.3314	0.0756	0.176033333	0.645433333
864.0461	0.0743	0.1365	0.673966667
871.7608	0.072866667	0.123166667	0.679833333
879.4755	0.0743	0.115166667	0.681766667
887.1902	0.072966667	0.113833333	0.684333333
894.9049	0.073033333	0.115066667	0.683366667
902.6196	0.072366667	0.123533333	0.6779
910.3343	0.072066667	0.139533333	0.669866667
918.049	0.0738	0.165166667	0.650766667
925.7637	0.076066667	0.204133333	0.619533333
933.4784	0.075166667	0.261	0.5718
941.1931	0.071433333	0.3331	0.507166667
948.9078	0.0692	0.402033333	0.4386
956.6225	0.069866667	0.440433333	0.3973
964.3372	0.070733333	0.345766667	0.4797
972.0519	0.0723	0.2019	0.608566667
979.7666	0.073433333	0.1408	0.663066667
987.4812	0.074133333	0.137833333	0.6669
995.1959	0.075033333	0.147433333	0.660633333
1002.9106	0.077566667	0.162966667	0.651666667
1010.6253	0.081166667	0.1861	0.6388
1018.34	0.084233333	0.219866667	0.6202
1026.0547	0.0869	0.264366667	0.594566667
1033.7694	0.091166667	0.316766667	0.556333333
1041.4841	0.095133333	0.377066667	0.508966667
1049.1988	0.0986	0.472666667	0.4342
1056.9135	0.1016	0.594066667	0.350666667
1064.6282	0.107366667	0.631766667	0.355666667
1072.3429	0.1098	0.671133333	0.351866667
1080.0576	0.111133333	0.853566667	0.2095
1087.7723	0.112266667	1.1031	0
1095.487	0.112766667	1.037466667	0.0246
1103.2017	0.113466667	0.752033333	0.259833333
1110.9164	0.1117	0.545033333	0.431733333
1118.6311	0.111433333	0.402466667	0.544266667
1126.3458	0.1093	0.3036	0.625166667
1134.0605	0.107233333	0.269433333	0.643033333
1141.7752	0.106066667	0.284433333	0.6124
1149.4899	0.110366667	0.2622	0.6131
1157.2046	0.113633333	0.1978	0.656533333
1164.9193	0.114966667	0.157133333	0.6821
1172.634	0.1142	0.142966667	0.6899
1180.3487	0.1138	0.136333333	0.6931
1188.0634	0.115	0.132233333	0.697233333
1195.7781	0.119633333	0.129833333	0.7046
1203.4928	0.128233333	0.1262	0.714966667
1211.2075	0.1374	0.1239	0.7273
1218.9222	0.1485	0.1247	0.740066667
1226.6369	0.1576	0.138333333	0.7383
1234.3516	0.1616	0.166533333	0.718933333
1242.0663	0.161833333	0.166966667	0.722566667
1249.781	0.159533333	0.1335	0.7554
1257.4957	0.157	0.109733333	0.769833333
1265.2104	0.152866667	0.120633333	0.748766667
1272.925	0.149866667	0.168166667	0.696866667
1280.6397	0.147	0.192733333	0.671966667
1288.3544	0.145266667	0.147266667	0.718233333
1296.0691	0.145033333	0.1022	0.761366667
1303.7838	0.1455	0.086433333	0.7736
1311.4985	0.144166667	0.080933333	0.771166667
1319.2132	0.1394	0.079433333	0.764666667
1326.9279	0.1355	0.0893	0.7485
1334.6426	0.134666667	0.146133333	0.692466667
1342.3573	0.134766667	0.192966667	0.655233333
1350.072	0.1348	0.153466667	0.696
1357.7867	0.138466667	0.123666667	0.721233333
1365.5014	0.147633333	0.103466667	0.7427
1373.2161	0.1617	0.078766667	0.778233333
1380.9308	0.1781	0.069733333	0.803233333
1388.6455	0.188766667	0.067466667	0.818166667
1396.3602	0.1872	0.066466667	0.818066667
1404.0749	0.175	0.0691	0.802133333
1411.7896	0.162633333	0.071833333	0.784
1419.5043	0.154933333	0.0712	0.774933333
1427.219	0.153166667	0.070366667	0.775566667
1434.9337	0.159533333	0.0762	0.7782
1442.6484	0.1651	0.091766667	0.773466667
1450.3631	0.1684	0.110433333	0.760033333
1458.0778	0.169233333	0.1376	0.7332
1465.7925	0.167966667	0.157566667	0.711766667
1473.5072	0.174233333	0.130366667	0.739766667
1481.2219	0.192933333	0.089666667	0.791233333
1488.9366	0.2291	0.072366667	0.841
1496.6513	0.272633333	0.0653	0.8921
1504.366	0.305166667	0.061066667	0.9365
1512.0807	0.327766667	0.059233333	0.973
1519.7954	0.3276	0.0585	0.987533333
1527.5101	0.316933333	0.057966667	0.985933333
1535.2248	0.299266667	0.058	0.972166667
1542.9395	0.266133333	0.0573	0.935533333
1550.6542	0.2349	0.057033333	0.8981
1558.3688	0.204466667	0.056966667	0.8625
1566.0835	0.183266667	0.0565	0.837166667
1573.7982	0.174033333	0.0562	0.825933333
1581.5129	0.168333333	0.056366667	0.819933333
1589.2276	0.166833333	0.0566	0.8182
1596.9423	0.1691	0.056966667	0.8191
1604.657	0.180733333	0.0563	0.828833333
1612.3717	0.203033333	0.056233333	0.8511
1620.0864	0.240933333	0.0559	0.8924
1627.8011	0.284766667	0.056633333	0.946733333
1635.5158	0.321766667	0.056566667	1.003533333
1643.2305	0.3363	0.0566	1.0346
1650.9452	0.3125	0.056333333	1.012533333
1658.6599	0.269633333	0.056266667	0.960166667
