393.4496	0.227533333	0.302533333	0.6838
401.1643	0.227533333	0.302533333	0.6838
408.879	0.227533333	0.302533333	0.6838
416.5937	0.227533333	0.302533333	0.6838
424.3083	0.227533333	0.302533333	0.6838
432.023	0.227533333	0.302533333	0.6838
439.7377	0.227533333	0.302533333	0.6838
447.4524	0.227533333	0.302533333	0.6838
455.1671	0.227533333	0.302533333	0.6838
462.8818	0.227533333	0.302533333	0.6838
470.5965	0.227533333	0.302533333	0.6838
478.3112	0.227533333	0.302533333	0.6838
486.0259	0.227533333	0.302533333	0.6838
493.7406	0.227533333	0.302533333	0.6838
501.4553	0.227533333	0.302533333	0.6838
509.17	0.227533333	0.302533333	0.6838
516.8847	0.227533333	0.302533333	0.6838
524.5994	0.227533333	0.302533333	0.6838
532.3141	0.3653	0.249333333	1.0231
540.0288	0.151033333	0.0199	0.4052
547.7435	0.012166667	0.171633333	0
555.4582	0.232533333	0.092033333	0.6686
563.1729	0.1998	0.062733333	0.5554
570.8876	0.1673	0.0313	0.438
578.6023	0.059466667	0.1015	0.6486
586.317	0.195966667	0.062333333	0.5344
594.0317	0.153633333	0.0985	0.4014
601.7464	0.164566667	0.098733333	0.4304
609.4611	0.1647	0.102466667	0.4314
617.1758	0.1358	0.1353	0.5473
624.8905	0.1336	0.109	0.4943
632.6052	0.127833333	0.115833333	0.4381
640.3199	0.1419	0.1316	0.4524
648.0346	0.155933333	0.1245	0.4753
655.7493	0.1575	0.128466667	0.5193
663.464	0.155	0.132966667	0.5012
671.1787	0.148533333	0.132933333	0.4718
678.8934	0.1371	0.143666667	0.4595
686.6081	0.1304	0.147866667	0.4309
694.3228	0.129066667	0.148333333	0.4456
702.0375	0.132533333	0.1557	0.449
709.7521	0.129933333	0.168833333	0.4552
717.4668	0.1265	0.175266667	0.4749
725.1815	0.1402	0.182233333	0.505
732.8962	0.1511	0.184466667	0.5318
740.6109	0.1631	0.189033333	0.5796
748.3256	0.1632	0.1943	0.5774
756.0403	0.1641	0.208433333	0.5752
763.755	0.1662	0.2194	0.5659
771.4697	0.166566667	0.2287	0.5673
779.1844	0.168466667	0.2402	0.5864
786.8991	0.166233333	0.2524	0.5942
794.6138	0.164533333	0.264966667	0.6141
802.3285	0.167533333	0.278333333	0.6251
810.0432	0.170533333	0.292266667	0.6356
817.7579	0.166633333	0.3121	0.6468
825.4726	0.1598	0.352033333	0.6615
833.1873	0.151766667	0.439	0.666
840.902	0.1527	0.508233333	0.6636
848.6167	0.150466667	0.432833333	0.646
856.3314	0.1462	0.342933333	0.6158
864.0461	0.1369	0.306033333	0.5683
871.7608	0.126366667	0.286133333	0.4993
879.4755	0.120466667	0.270133333	0.4658
887.1902	0.1365	0.274233333	0.499
894.9049	0.153866667	0.2873	0.5832
902.6196	0.159866667	0.301833333	0.631
910.3343	0.147833333	0.3162	0.6406
918.049	0.125766667	0.338866667	0.5997
925.7637	0.099533333	0.3733	0.5416
933.4784	0.094133333	0.4273	0.5229
941.1931	0.114	0.4963	0.5801
948.9078	0.119166667	0.562533333	0.6298
956.6225	0.108266667	0.594966667	0.6088
964.3372	0.0956	0.5085	0.5566
972.0519	0.093166667	0.376233333	0.5232
979.7666	0.083366667	0.3183	0.5044
987.4812	0.069033333	0.315033333	0.4634
995.1959	0.053966667	0.320533333	0.4204
1002.9106	0.0433	0.3312	0.3696
1010.6253	0.016533333	0.346066667	0.3025
1018.34	0	0.370733333	0.2585
1026.0547	0.022433333	0.3998	0.3161
1033.7694	0.0526	0.4244	0.378
1041.4841	0.0616	0.4432	0.3764
1049.1988	0.073133333	0.520366667	0.3877
1056.9135	0.097166667	0.657766667	0.4904
1064.6282	0.106933333	0.719333333	0.6041
1072.3429	0.099366667	0.752266667	0.6283
1080.0576	0.091133333	0.8998	0.6352
1087.7723	0.1144	1.103366667	0.702
